kode,name,satuan,version,status,sub_discipline_id,section,resource_type,resource_id,resource_name,resource_satuan,koefisien,resource_harga
A.1.9.34,Pemasangan 1 m2  lantai keramik 33x33,m2,28/2016,active,,,,,,,,
A.1.9.35,Pemasangan 1 m2  lantai keramik 30x30,m2,28/2016,active,,,,,,,,
A.1.9.36,Pemasangan 1 m2  lantai keramik 20x20,m2,28/2016,active,,,,,,,,
A.1.9.37,"Pemasangan  lantai keramik ukuran (10 x 33) cm, variasi/border",m2,28/2016,active,,,,,,,,
A.1.9.38,Pemasangan 1 m2  lantai mozaik 30x30 1PC:3PP,m2,28/2016,active,,,,,,,,
A.1.9.39,Pemasangan 1 m2  plint keramik 10x20,m2,28/2016,active,,,,,,,,
A.1.9.40,Pemasangan 1 m2  plint keramik 10x10,m2,28/2016,active,,,,,,,,
A.1.9.41,Pemasangan 1 m2  plint keramik 5x20,m2,28/2016,active,,,,,,,,
A.1.9.42,Pemasangan 1 m2  plint internal cove artistik 5x5x20,m2,28/2016,active,,,,,,,,
A.1.9.43,Pemasangan 1 m2  lantai marmer 100x100,m2,28/2016,active,,,,,,,,
A.1.9.44,Pemasangan 1 m2  lantai karpet,m2,28/2016,active,,,,,,,,
A.1.9.45,Pemasangan 1 m2  underlayer (lapisan bawah karpet),m2,28/2016,active,,,,,,,,
A.1.9.46,Pemasangan 1 m2  lantai parquet,m2,28/2016,active,,,,,,,,
A.1.9.47,Pemasangan 1 m2  lantai kayu gymfloor,m2,28/2016,active,,,,,,,,
A.1.9.48,Pemasangan 1 m2  dinding porslen 11x11,m2,28/2016,active,,,,,,,,
A.1.9.49,Pemasangan 1 m2  dinding porslen 10x20,m2,28/2016,active,,,,,,,,
A.1.9.50,Pemasangan 1 m2  dinding porslen 20x20,m2,28/2016,active,,,,,,,,
A.1.9.51,Pemasangan 1 m2  dinding keramik artistik 10x20,m2,28/2016,active,,,,,,,,
A.1.9.52,Pemasangan 1 m2  dinding keramik artistik 5x20,m2,28/2016,active,,,,,,,,
A.1.9.53,Pemasangan 1 m2  dinding keramik 10x20,m2,28/2016,active,,,,,,,,
A.1.9.54,Pemasangan 1 m2  dinding keramik 20x20,m2,28/2016,active,,,,,,,,
A.1.9.55,Pemasangan 1 m2  dinding marmer 100x100,m2,28/2016,active,,,,,,,,
A.1.9.56,Pemasangan 1 m2  dinding bata pelapis 3x7x24,m2,28/2016,active,,,,,,,,
A.1.9.57,Pemasangan 1 m2  dinding batu paras,m2,28/2016,active,,,,,,,,
A.1.9.58,Pemasangan 1 m2  dinding batu temple hitam,m2,28/2016,active,,,,,,,,
A.1.9.59,Pemasangan 1 m2  lantai vinyl 30x30,m2,28/2016,active,,,,,,,,
A.1.9.60,Pemasangan 1 m2  wallpaper lebar 50cm,m2,28/2016,active,,,,,,,,
A.1.9.61,Pemasangan 1 m2  floor harderner,m2,28/2016,active,,,,,,,,
A.1.9.62,Pemasangan 1 m2  plinti vinyl karet 15x30,m2,28/2016,active,,,,,,,,
A.1.9.63,Pemasangan 1 m2  plint kayu 2x10,m2,28/2016,active,,,,,,,,
A.1.9.64,Pasang plint ubin PC abu-abu ukuran 10 x 20 cm,m2,28/2016,active,,,,,,,,
A.1.9.65,Pemasangan lantai keramik ukuran (40 x 40) cm,m2,28/2016,active,,,,,,,,
A.1.9.66,Pemasangan  Batu Candi (30 x 30) Trotoar,m2,28/2016,active,,,,,,,,
A.1.9.67,Pemasangan Batu Candi (20 x 20) Trotoar,m2,28/2016,active,,,,,,,,
A.1.9.68,Pemasangan plint keramik ukuran 10 x 40 cm,m2,28/2016,active,,,,,,,,
A.1.9.69,Pemasangan  plint keramik ukuran 10 x 30 cm,m2,28/2016,active,,,,,,,,
A.1.9.70,Pemasangan  dinding keramik ukuran (20 x 25) cm,m2,28/2016,active,,,,,,,,
A.1.9.71,Pemasangan  Batu Candi (20 x 20) Dinding,m2,28/2016,active,,,,,,,,
A.1.9.72,Pemasangan keramik stepnosing granito 5/30,m2,28/2016,active,,,,,,,,
A.1.9.73,Pemasangan  hospital plint panjang 20 cm,m2,28/2016,active,,,,,,,,
A.1.9.74,Pemasangan  hospital plint panjang 30 cm,m2,28/2016,active,,,,,,,,
A.1.9.75,Pemasangan lantai keramik ukuran (60 x 60) cm,m2,28/2016,active,,,,,,,,
A.1.10.1,Pemasangan paving block tebal 6 cm natural,m2,28/2016,active,,,,,,,,
A.1.10.2,Pemasangan paving block tebal 8 cm natural,m2,28/2016,active,,,,,,,,
A.1.10.3,Pemasangan paving block tebal 6 cm berwarna,m2,28/2016,active,,,,,,,,
A.1.10.4,Pemasangan paving block tebal 8 cm berwarna,m2,28/2016,active,,,,,,,,
A.1.10.5,"Pemasangan  grassblock bulat tebal 10 cm, tebal pasir 5 cm",m2,28/2016,active,,,,,,,,
A.1.10.6,"Pemasangan  grassblock tebal 10 cm, tebal pasir 5 cm",m2,28/2016,active,,,,,,,,
