kode,name,satuan,version,status,section,resource_name,resource_satuan,koefisien
A.1.5.29,"Pemasangan rollag bata , campuran spesi 1 PC : 3 PP",m2,28/2016,active,A,Mandor,oh,0.0045
A.1.5.29,"Pemasangan rollag bata , campuran spesi 1 PC : 3 PP",m2,28/2016,active,B,Bata merah,bh,17
A.1.5.29,"Pemasangan rollag bata , campuran spesi 1 PC : 3 PP",m2,28/2016,active,B,Portland Cement,kg,4.9425
A.1.5.29,"Pemasangan rollag bata , campuran spesi 1 PC : 3 PP",m2,28/2016,active,B,Pasir Pasang,m3,0.0137
A.1.6.1,"Pembuatan 1 m3  beton mutu fc  7,4 MPa",m2,28/2016,active,A,Pekerja,OH,1.65
A.1.6.1,"Pembuatan 1 m3  beton mutu fc  7,4 MPa",m2,28/2016,active,A,Tukang batu,OH,0.275
A.1.6.1,"Pembuatan 1 m3  beton mutu fc  7,4 MPa",m2,28/2016,active,A,Kepala tukang,OH,0.028
A.1.6.1,"Pembuatan 1 m3  beton mutu fc  7,4 MPa",m2,28/2016,active,A,Mandor,OH,0.083
A.1.6.1,"Pembuatan 1 m3  beton mutu fc  7,4 MPa",m2,28/2016,active,B,Semen Portland,kg,247
A.1.6.1,"Pembuatan 1 m3  beton mutu fc  7,4 MPa",m2,28/2016,active,B,Pasir beton,kg,869
A.1.6.1,"Pembuatan 1 m3  beton mutu fc  7,4 MPa",m2,28/2016,active,B,Kerikil (Maks 30 mm),kg,999
A.1.6.1,"Pembuatan 1 m3  beton mutu fc  7,4 MPa",m2,28/2016,active,B,Air,Liter,215
A.1.6.1,"Pembuatan 1 m3  beton mutu fc  7,4 MPa",m2,28/2016,active,C,Overhead & Profit (Contoh 15 %),,15
A.1.6.2,"Pembuatan 1 m3  beton mutu fc  9,8 MPa",m2,28/2016,active,A,Pekerja,OH,1.65
A.1.6.2,"Pembuatan 1 m3  beton mutu fc  9,8 MPa",m2,28/2016,active,A,Tukang batu,OH,0.275
A.1.6.2,"Pembuatan 1 m3  beton mutu fc  9,8 MPa",m2,28/2016,active,A,Kepala tukang,OH,0.028
A.1.6.2,"Pembuatan 1 m3  beton mutu fc  9,8 MPa",m2,28/2016,active,A,Mandor,OH,0.083
A.1.6.2,"Pembuatan 1 m3  beton mutu fc  9,8 MPa",m2,28/2016,active,B,Semen Portland,kg,276
A.1.6.2,"Pembuatan 1 m3  beton mutu fc  9,8 MPa",m2,28/2016,active,B,Pasir beton,kg,828
A.1.6.2,"Pembuatan 1 m3  beton mutu fc  9,8 MPa",m2,28/2016,active,B,Kerikil (Maks 30mm),kg,1012
A.1.6.2,"Pembuatan 1 m3  beton mutu fc  9,8 MPa",m2,28/2016,active,B,Air,Liter,215
A.1.6.2,"Pembuatan 1 m3  beton mutu fc  9,8 MPa",m2,28/2016,active,C,Overhead & Profit (Contoh 15 %),,15
A.1.6.3,"Pembuatan 1 m3  beton mutu fc  12,2 MPa",m2,28/2016,active,A,Pekerja,OH,1.65
A.1.6.3,"Pembuatan 1 m3  beton mutu fc  12,2 MPa",m2,28/2016,active,A,Tukang batu,OH,0.275
A.1.6.3,"Pembuatan 1 m3  beton mutu fc  12,2 MPa",m2,28/2016,active,A,Kepala tukang,OH,0.028
A.1.6.3,"Pembuatan 1 m3  beton mutu fc  12,2 MPa",m2,28/2016,active,A,Mandor,OH,0.083
A.1.6.3,"Pembuatan 1 m3  beton mutu fc  12,2 MPa",m2,28/2016,active,B,Semen portland,kg,299
A.1.6.3,"Pembuatan 1 m3  beton mutu fc  12,2 MPa",m2,28/2016,active,B,Pasir beton,kg,799
A.1.6.3,"Pembuatan 1 m3  beton mutu fc  12,2 MPa",m2,28/2016,active,B,Kerikil (Maks 30 mm),kg,1017
A.1.6.3,"Pembuatan 1 m3  beton mutu fc  12,2 MPa",m2,28/2016,active,B,Air,Liter,215
A.1.6.3,"Pembuatan 1 m3  beton mutu fc  12,2 MPa",m2,28/2016,active,C,Overhead & Profit (Contoh 15 %),,15
A.1.6.4,Pembuatan 1 m3  lantai kerja beton mutu fc  7.4 MPa,m2,28/2016,active,A,Pekerja,OH,1.2
A.1.6.4,Pembuatan 1 m3  lantai kerja beton mutu fc  7.4 MPa,m2,28/2016,active,A,Tukang batu,OH,0.2
A.1.6.4,Pembuatan 1 m3  lantai kerja beton mutu fc  7.4 MPa,m2,28/2016,active,A,Kepala tukang,OH,0.02
A.1.6.4,Pembuatan 1 m3  lantai kerja beton mutu fc  7.4 MPa,m2,28/2016,active,A,Mandor,OH,0.06
A.1.6.4,Pembuatan 1 m3  lantai kerja beton mutu fc  7.4 MPa,m2,28/2016,active,B,Semen Portland,kg,230
A.1.6.4,Pembuatan 1 m3  lantai kerja beton mutu fc  7.4 MPa,m2,28/2016,active,B,Pasir beton,kg,893
A.1.6.4,Pembuatan 1 m3  lantai kerja beton mutu fc  7.4 MPa,m2,28/2016,active,B,Kerikil (Maks 30 mm),kg,1027
A.1.6.4,Pembuatan 1 m3  lantai kerja beton mutu fc  7.4 MPa,m2,28/2016,active,B,Air,Liter,200
A.1.6.4,Pembuatan 1 m3  lantai kerja beton mutu fc  7.4 MPa,m2,28/2016,active,C,Overhead & Profit (Contoh 15 %),,15
A.1.6.5,"Pembuatan 1 m3  beton mutu fc  14,5 MPa",m2,28/2016,active,A,Pekerja,OH,1.65
A.1.6.5,"Pembuatan 1 m3  beton mutu fc  14,5 MPa",m2,28/2016,active,A,Tukang batu,OH,0.275
A.1.6.5,"Pembuatan 1 m3  beton mutu fc  14,5 MPa",m2,28/2016,active,A,Kepala tukang,OH,0.028
A.1.6.5,"Pembuatan 1 m3  beton mutu fc  14,5 MPa",m2,28/2016,active,A,Mandor,OH,0.083
A.1.6.5,"Pembuatan 1 m3  beton mutu fc  14,5 MPa",m2,28/2016,active,B,Semen Portland,kg,326
A.1.6.5,"Pembuatan 1 m3  beton mutu fc  14,5 MPa",m2,28/2016,active,B,Pasir beton,kg,760
A.1.6.5,"Pembuatan 1 m3  beton mutu fc  14,5 MPa",m2,28/2016,active,B,Kerikil (Maks 30mm),kg,1029
A.1.6.5,"Pembuatan 1 m3  beton mutu fc  14,5 MPa",m2,28/2016,active,B,Air,Liter,215
A.1.6.5,"Pembuatan 1 m3  beton mutu fc  14,5 MPa",m2,28/2016,active,C,Overhead & Profit (Contoh 15 %),,15
A.1.6.6,"Pembuatan 1 m3  beton mutu fc  16,9 MPa",m2,28/2016,active,A,Pekerja,OH,1.65
A.1.6.6,"Pembuatan 1 m3  beton mutu fc  16,9 MPa",m2,28/2016,active,A,Tukang batu,OH,0.275
A.1.6.6,"Pembuatan 1 m3  beton mutu fc  16,9 MPa",m2,28/2016,active,A,Kepala tukang,OH,0.028
A.1.6.6,"Pembuatan 1 m3  beton mutu fc  16,9 MPa",m2,28/2016,active,A,Mandor,OH,0.083
A.1.6.6,"Pembuatan 1 m3  beton mutu fc  16,9 MPa",m2,28/2016,active,B,Semen Portland,kg,352
A.1.6.6,"Pembuatan 1 m3  beton mutu fc  16,9 MPa",m2,28/2016,active,B,Pasir beton,kg,731
A.1.6.6,"Pembuatan 1 m3  beton mutu fc  16,9 MPa",m2,28/2016,active,B,Kerikil (Maks 30mm),kg,1031
A.1.6.6,"Pembuatan 1 m3  beton mutu fc  16,9 MPa",m2,28/2016,active,B,Air,Liter,215
A.1.6.6,"Pembuatan 1 m3  beton mutu fc  16,9 MPa",m2,28/2016,active,C,Overhead & Profit (Contoh 15 %),,15
A.1.6.7,"Pembuatan 1 m3  beton mutu fc  19,3 MPa",m2,28/2016,active,A,Pekerja,OH,1.65
A.1.6.7,"Pembuatan 1 m3  beton mutu fc  19,3 MPa",m2,28/2016,active,A,Tukang batu,OH,0.275
A.1.6.7,"Pembuatan 1 m3  beton mutu fc  19,3 MPa",m2,28/2016,active,A,Kepala tukang,OH,0.028
A.1.6.7,"Pembuatan 1 m3  beton mutu fc  19,3 MPa",m2,28/2016,active,A,Mandor,OH,0.083
A.1.6.7,"Pembuatan 1 m3  beton mutu fc  19,3 MPa",m2,28/2016,active,B,Semen Portland,kg,371
A.1.6.7,"Pembuatan 1 m3  beton mutu fc  19,3 MPa",m2,28/2016,active,B,Pasir beton,kg,698
A.1.6.7,"Pembuatan 1 m3  beton mutu fc  19,3 MPa",m2,28/2016,active,B,Kerikil (Maks 30mm),kg,1047
A.1.6.7,"Pembuatan 1 m3  beton mutu fc  19,3 MPa",m2,28/2016,active,B,Air,Liter,215
A.1.6.7,"Pembuatan 1 m3  beton mutu fc  19,3 MPa",m2,28/2016,active,C,Overhead & Profit (Contoh 15 %),,15
A.1.6.8,"Pembuatan 1 m3  beton mutu fc  21,7 MPa",m2,28/2016,active,A,Pekerja,OH,1.65
A.1.6.8,"Pembuatan 1 m3  beton mutu fc  21,7 MPa",m2,28/2016,active,A,Tukang batu,OH,0.275
A.1.6.8,"Pembuatan 1 m3  beton mutu fc  21,7 MPa",m2,28/2016,active,A,Kepala tukang,OH,0.028
A.1.6.8,"Pembuatan 1 m3  beton mutu fc  21,7 MPa",m2,28/2016,active,A,Mandor,OH,0.083
A.1.6.8,"Pembuatan 1 m3  beton mutu fc  21,7 MPa",m2,28/2016,active,B,Semen Portland,kg,384
A.1.6.8,"Pembuatan 1 m3  beton mutu fc  21,7 MPa",m2,28/2016,active,B,Pasir beton,kg,692
A.1.6.8,"Pembuatan 1 m3  beton mutu fc  21,7 MPa",m2,28/2016,active,B,Kerikil (Maksimum 30mm),kg,1039
A.1.6.8,"Pembuatan 1 m3  beton mutu fc  21,7 MPa",m2,28/2016,active,B,Air,Liter,215
A.1.6.8,"Pembuatan 1 m3  beton mutu fc  21,7 MPa",m2,28/2016,active,C,Overhead & Profit (Contoh 15 %),,15
A.1.6.9,Pembuatan 1 m3  beton mutu fc  24 MPa,m2,28/2016,active,A,Pekerja,OH,1.65
A.1.6.9,Pembuatan 1 m3  beton mutu fc  24 MPa,m2,28/2016,active,A,Tukang batu,OH,0.275
A.1.6.9,Pembuatan 1 m3  beton mutu fc  24 MPa,m2,28/2016,active,A,Kepala tukang,OH,0.028
A.1.6.9,Pembuatan 1 m3  beton mutu fc  24 MPa,m2,28/2016,active,A,Mandor,OH,0.083
A.1.6.9,Pembuatan 1 m3  beton mutu fc  24 MPa,m2,28/2016,active,B,Semen Portland,kg,406
A.1.6.9,Pembuatan 1 m3  beton mutu fc  24 MPa,m2,28/2016,active,B,Pasir beton,kg,684
A.1.6.9,Pembuatan 1 m3  beton mutu fc  24 MPa,m2,28/2016,active,B,Kerikil (Maks 30mm),kg,1026
A.1.6.9,Pembuatan 1 m3  beton mutu fc  24 MPa,m2,28/2016,active,B,Air,Liter,215
A.1.6.9,Pembuatan 1 m3  beton mutu fc  24 MPa,m2,28/2016,active,C,Overhead & Profit (Contoh 15 %),,15
A.1.6.10,"Pembuatan 1 m3  beton mutu fc  26,4 MPa",m2,28/2016,active,A,Pekerja,OH,1.65
A.1.6.10,"Pembuatan 1 m3  beton mutu fc  26,4 MPa",m2,28/2016,active,A,Tukang batu,OH,0.275
A.1.6.10,"Pembuatan 1 m3  beton mutu fc  26,4 MPa",m2,28/2016,active,A,Kepala tukang,OH,0.028
A.1.6.10,"Pembuatan 1 m3  beton mutu fc  26,4 MPa",m2,28/2016,active,A,Mandor,OH,0.083
A.1.6.10,"Pembuatan 1 m3  beton mutu fc  26,4 MPa",m2,28/2016,active,B,Semen Portland,kg,413
A.1.6.10,"Pembuatan 1 m3  beton mutu fc  26,4 MPa",m2,28/2016,active,B,Pasir beton,m3,681
A.1.6.10,"Pembuatan 1 m3  beton mutu fc  26,4 MPa",m2,28/2016,active,B,Kerikil (Maks 30mm),m3,1021
A.1.6.10,"Pembuatan 1 m3  beton mutu fc  26,4 MPa",m2,28/2016,active,B,Air,Liter,215
A.1.6.10,"Pembuatan 1 m3  beton mutu fc  26,4 MPa",m2,28/2016,active,C,Overhead & Profit (Contoh 15 %),,15
A.1.6.11,"Pembuatan 1 m3  beton mutu fc  28,8 MPa",m2,28/2016,active,A,Pekerja,OH,2.1
A.1.6.11,"Pembuatan 1 m3  beton mutu fc  28,8 MPa",m2,28/2016,active,A,Tukang batu,OH,0.35
A.1.6.11,"Pembuatan 1 m3  beton mutu fc  28,8 MPa",m2,28/2016,active,A,Kepala tukang,OH,0.035
A.1.6.11,"Pembuatan 1 m3  beton mutu fc  28,8 MPa",m2,28/2016,active,A,Mandor,OH,0.105
A.1.6.11,"Pembuatan 1 m3  beton mutu fc  28,8 MPa",m2,28/2016,active,B,Semen Portland,kg,439
A.1.6.11,"Pembuatan 1 m3  beton mutu fc  28,8 MPa",m2,28/2016,active,B,Pasir beton,kg,670
A.1.6.11,"Pembuatan 1 m3  beton mutu fc  28,8 MPa",m2,28/2016,active,B,Kerikil (Maks 30 mm),kg,1006
A.1.6.11,"Pembuatan 1 m3  beton mutu fc  28,8 MPa",m2,28/2016,active,B,Air,Liter,215
A.1.6.11,"Pembuatan 1 m3  beton mutu fc  28,8 MPa",m2,28/2016,active,C,Overhead & Profit (Contoh 15 %),,15
A.1.6.12,"Pembuatan 1 m3  beton mutu fc  31,2 MPa",m2,28/2016,active,A,Pekerja,OH,2.1
A.1.6.12,"Pembuatan 1 m3  beton mutu fc  31,2 MPa",m2,28/2016,active,A,Tukang batu,OH,0.35
A.1.6.12,"Pembuatan 1 m3  beton mutu fc  31,2 MPa",m2,28/2016,active,A,Kepala tukang,OH,0.035
A.1.6.12,"Pembuatan 1 m3  beton mutu fc  31,2 MPa",m2,28/2016,active,A,Mandor,OH,0.105
A.1.6.12,"Pembuatan 1 m3  beton mutu fc  31,2 MPa",m2,28/2016,active,B,Semen Portland,kg,448
A.1.6.12,"Pembuatan 1 m3  beton mutu fc  31,2 MPa",m2,28/2016,active,B,Pasir beton,kg,667
A.1.6.12,"Pembuatan 1 m3  beton mutu fc  31,2 MPa",m2,28/2016,active,B,Kerikil (Maks 30mm),kg,1000
A.1.6.12,"Pembuatan 1 m3  beton mutu fc  31,2 MPa",m2,28/2016,active,B,Air,Liter,215
A.1.6.12,"Pembuatan 1 m3  beton mutu fc  31,2 MPa",m2,28/2016,active,C,Overhead & Profit (Contoh 15 %),,15
A.1.6.13,Pembuatan 1 m3  beton kedap air dengan strorox 100,m2,28/2016,active,A,Pekerja,OH,2.1
A.1.6.13,Pembuatan 1 m3  beton kedap air dengan strorox 100,m2,28/2016,active,A,Tukang batu,OH,0.35
A.1.6.13,Pembuatan 1 m3  beton kedap air dengan strorox 100,m2,28/2016,active,A,Kepala tukang,OH,0.035
A.1.6.13,Pembuatan 1 m3  beton kedap air dengan strorox 100,m2,28/2016,active,A,Mandor,OH,0.105
A.1.6.13,Pembuatan 1 m3  beton kedap air dengan strorox 100,m2,28/2016,active,B,Semen Portland,kg,400
A.1.6.13,Pembuatan 1 m3  beton kedap air dengan strorox 100,m2,28/2016,active,B,Pasir beton,m3,0.48
A.1.6.13,Pembuatan 1 m3  beton kedap air dengan strorox 100,m2,28/2016,active,B,Kerikil (2cm/3cm),m3,0.8
A.1.6.13,Pembuatan 1 m3  beton kedap air dengan strorox 100,m2,28/2016,active,B,Strorox â 100,kg,1.2
A.1.6.13,Pembuatan 1 m3  beton kedap air dengan strorox 100,m2,28/2016,active,C,Overhead & Profit (Contoh 15 %),,15
A.1.6.14,Pemasangan 1 m2   PVC Waterstop lebar 150mm,m2,28/2016,active,A,Pekerja,OH,0.06
A.1.6.14,Pemasangan 1 m2   PVC Waterstop lebar 150mm,m2,28/2016,active,A,Tukang Batu/Pipa,OH,0.03
A.1.6.14,Pemasangan 1 m2   PVC Waterstop lebar 150mm,m2,28/2016,active,A,Kepala Tukang,OH,0.003
A.1.6.14,Pemasangan 1 m2   PVC Waterstop lebar 150mm,m2,28/2016,active,A,Mandor,OH,0.003
A.1.6.14,Pemasangan 1 m2   PVC Waterstop lebar 150mm,m2,28/2016,active,B,Waterstop lebar 150 mm,m,1.05
A.1.6.14,Pemasangan 1 m2   PVC Waterstop lebar 150mm,m2,28/2016,active,C,Overhead & Profit (Contoh 15 %),,15
A.1.6.15,Pemasangan 1 m2   PVC Waterstop lebar 200mm,m2,28/2016,active,A,Pekerja,OH,0.07
A.1.6.15,Pemasangan 1 m2   PVC Waterstop lebar 200mm,m2,28/2016,active,A,Tukang Batu/Pipa,OH,0.035
A.1.6.15,Pemasangan 1 m2   PVC Waterstop lebar 200mm,m2,28/2016,active,A,Kepala Tukang,OH,0.004
A.1.6.15,Pemasangan 1 m2   PVC Waterstop lebar 200mm,m2,28/2016,active,A,Mandor,OH,0.007
A.1.6.15,Pemasangan 1 m2   PVC Waterstop lebar 200mm,m2,28/2016,active,B,Waterstop lebar 200 mm,m,1.05
A.1.6.15,Pemasangan 1 m2   PVC Waterstop lebar 200mm,m2,28/2016,active,C,Overhead & Profit (Contoh 15 %),,15
A.1.6.16,Pemasangan 1 m2   PVC Waterstop lebar 230- 320mm,m2,28/2016,active,A,Pekerja,OH,0.08
A.1.6.16,Pemasangan 1 m2   PVC Waterstop lebar 230- 320mm,m2,28/2016,active,A,Tukang Batu,OH,0.04
A.1.6.16,Pemasangan 1 m2   PVC Waterstop lebar 230- 320mm,m2,28/2016,active,A,Kepala Tukang,OH,0.004
A.1.6.16,Pemasangan 1 m2   PVC Waterstop lebar 230- 320mm,m2,28/2016,active,A,Mandor,OH,0.004
A.1.6.16,Pemasangan 1 m2   PVC Waterstop lebar 230- 320mm,m2,28/2016,active,B,Waterstop lebar 230 mm - 320 mm,m,1.05
A.1.6.16,Pemasangan 1 m2   PVC Waterstop lebar 230- 320mm,m2,28/2016,active,C,Overhead & Profit (Contoh 15 %),,15
A.1.6.17,Pembesian 10 kg dengan besi polos atau ulir,m2,28/2016,active,A,Pekerja,OH,0.07
A.1.6.17,Pembesian 10 kg dengan besi polos atau ulir,m2,28/2016,active,A,Tukang besi,OH,0.07
A.1.6.17,Pembesian 10 kg dengan besi polos atau ulir,m2,28/2016,active,A,Kepala tukang,OH,0.007
A.1.6.17,Pembesian 10 kg dengan besi polos atau ulir,m2,28/2016,active,A,Mandor,OH,0.004
A.1.6.17,Pembesian 10 kg dengan besi polos atau ulir,m2,28/2016,active,B,Besi beton (polos/ulir),kg,10.5
A.1.6.17,Pembesian 10 kg dengan besi polos atau ulir,m2,28/2016,active,B,Kawat beton,kg,0.15
A.1.6.17,Pembesian 10 kg dengan besi polos atau ulir,m2,28/2016,active,C,Overhead & Profit (Contoh 15 %),,15
A.1.6.18,Pemasangan 10 kg kabel prategang (prestressed) polos/strands,m2,28/2016,active,A,Pekerja,OH,0.05
A.1.6.18,Pemasangan 10 kg kabel prategang (prestressed) polos/strands,m2,28/2016,active,A,Tukang besi,OH,0.05
A.1.6.18,Pemasangan 10 kg kabel prategang (prestressed) polos/strands,m2,28/2016,active,A,Kepala tukang,OH,0.005
A.1.6.18,Pemasangan 10 kg kabel prategang (prestressed) polos/strands,m2,28/2016,active,A,Mandor,OH,0.003
A.1.6.18,Pemasangan 10 kg kabel prategang (prestressed) polos/strands,m2,28/2016,active,B,Besi beton (polos/ulir),kg,10.5
A.1.6.18,Pemasangan 10 kg kabel prategang (prestressed) polos/strands,m2,28/2016,active,B,Kawat beton,kg,0.1
A.1.6.18,Pemasangan 10 kg kabel prategang (prestressed) polos/strands,m2,28/2016,active,C,Overhead & Profit (Contoh 15 %),,15
A.1.6.19,Pemasangan 10 kg jaring kawat baja (wire mesh),m2,28/2016,active,A,Pekerja,OH,0.025
A.1.6.19,Pemasangan 10 kg jaring kawat baja (wire mesh),m2,28/2016,active,A,Tukang besi,OH,0.025
A.1.6.19,Pemasangan 10 kg jaring kawat baja (wire mesh),m2,28/2016,active,A,Kepala tukang,OH,0.025
A.1.6.19,Pemasangan 10 kg jaring kawat baja (wire mesh),m2,28/2016,active,A,Mandor,OH,0.001
A.1.6.19,Pemasangan 10 kg jaring kawat baja (wire mesh),m2,28/2016,active,B,Jaring kawat baja dilas,kg,10.2
A.1.6.19,Pemasangan 10 kg jaring kawat baja (wire mesh),m2,28/2016,active,B,Kawat beton,kg,0.05
A.1.6.19,Pemasangan 10 kg jaring kawat baja (wire mesh),m2,28/2016,active,C,Overhead & Profit (Contoh 15 %),,15
A.1.6.20,(K3) Pemasangan 1 m2  bekisting untuk pondasi,m2,28/2016,active,A,Pekerja,OH,0.52
A.1.6.20,(K3) Pemasangan 1 m2  bekisting untuk pondasi,m2,28/2016,active,A,Tukang kayu,OH,0.26
A.1.6.20,(K3) Pemasangan 1 m2  bekisting untuk pondasi,m2,28/2016,active,A,Kepala tukang,OH,0.026
A.1.6.20,(K3) Pemasangan 1 m2  bekisting untuk pondasi,m2,28/2016,active,A,Mandor,OH,0.026
A.1.6.20,(K3) Pemasangan 1 m2  bekisting untuk pondasi,m2,28/2016,active,B,Kayu kelas III,m3,0.04
A.1.6.20,(K3) Pemasangan 1 m2  bekisting untuk pondasi,m2,28/2016,active,B,Paku 5 â 10 cm,kg,0.3
A.1.6.20,(K3) Pemasangan 1 m2  bekisting untuk pondasi,m2,28/2016,active,B,Minyak bekisting,Liter,0.1
A.1.6.20,(K3) Pemasangan 1 m2  bekisting untuk pondasi,m2,28/2016,active,C,Overhead & Profit (Contoh 15 %),,15
A.1.6.21,(K3) Pemasangan 1 m2  bekisting untuk sloof,m2,28/2016,active,A,Pekerja,OH,0.52
A.1.6.21,(K3) Pemasangan 1 m2  bekisting untuk sloof,m2,28/2016,active,A,Tukang kayu,OH,0.26
A.1.6.21,(K3) Pemasangan 1 m2  bekisting untuk sloof,m2,28/2016,active,A,Kepala tukang,OH,0.026
A.1.6.21,(K3) Pemasangan 1 m2  bekisting untuk sloof,m2,28/2016,active,A,Mandor,OH,0.026
A.1.6.21,(K3) Pemasangan 1 m2  bekisting untuk sloof,m2,28/2016,active,B,Kayu kelas III,m3,0.045
A.1.6.21,(K3) Pemasangan 1 m2  bekisting untuk sloof,m2,28/2016,active,B,Paku 5 cm â 10 cm,kg,0.3
A.1.6.21,(K3) Pemasangan 1 m2  bekisting untuk sloof,m2,28/2016,active,B,Minyak bekisting,Liter,0.1
A.1.6.21,(K3) Pemasangan 1 m2  bekisting untuk sloof,m2,28/2016,active,C,Overhead & Profit (Contoh 15 %),,15
A.1.6.22,(K3) Pemasangan 1 m2  bekisting untuk kolom,m2,28/2016,active,A,Pekerja,OH,0.66
A.1.6.22,(K3) Pemasangan 1 m2  bekisting untuk kolom,m2,28/2016,active,A,Tukang kayu,OH,0.33
A.1.6.22,(K3) Pemasangan 1 m2  bekisting untuk kolom,m2,28/2016,active,A,Kepala tukang,OH,0.033
A.1.6.22,(K3) Pemasangan 1 m2  bekisting untuk kolom,m2,28/2016,active,A,Mandor,OH,0.033
A.1.6.22,(K3) Pemasangan 1 m2  bekisting untuk kolom,m2,28/2016,active,B,Kayu kelas III,m3,0.04
A.1.6.22,(K3) Pemasangan 1 m2  bekisting untuk kolom,m2,28/2016,active,B,Paku 5 cm â 12 cm,kg,0.4
A.1.6.22,(K3) Pemasangan 1 m2  bekisting untuk kolom,m2,28/2016,active,B,Minyak bekisting,Liter,0.2
A.1.6.22,(K3) Pemasangan 1 m2  bekisting untuk kolom,m2,28/2016,active,B,Balok kayu kelas II,m3,0.015
A.1.6.22,(K3) Pemasangan 1 m2  bekisting untuk kolom,m2,28/2016,active,B,Plywood tebal 9 mm,Lbr,0.35
A.1.6.22,(K3) Pemasangan 1 m2  bekisting untuk kolom,m2,28/2016,active,B,Dolken kayu ï¦ 8- 10cm âpanj 4 m,Batang,2
A.1.6.22,(K3) Pemasangan 1 m2  bekisting untuk kolom,m2,28/2016,active,C,Overhead & Profit (Contoh 15 %),,15
A.1.6.23,(K3) Pemasangan 1 m2  bekisting untuk balok,m2,28/2016,active,A,Pekerja,OH,0.66
A.1.6.23,(K3) Pemasangan 1 m2  bekisting untuk balok,m2,28/2016,active,A,Tukang kayu,OH,0.33
A.1.6.23,(K3) Pemasangan 1 m2  bekisting untuk balok,m2,28/2016,active,A,Kepala tukang,OH,0.033
A.1.6.23,(K3) Pemasangan 1 m2  bekisting untuk balok,m2,28/2016,active,A,Mandor,OH,0.033
A.1.6.23,(K3) Pemasangan 1 m2  bekisting untuk balok,m2,28/2016,active,B,Kayu kelas III,m3,0.04
A.1.6.23,(K3) Pemasangan 1 m2  bekisting untuk balok,m2,28/2016,active,B,Paku 5 cm â 12 cm,kg,0.4
A.1.6.23,(K3) Pemasangan 1 m2  bekisting untuk balok,m2,28/2016,active,B,Minyak bekisting,Liter,0.2
A.1.6.23,(K3) Pemasangan 1 m2  bekisting untuk balok,m2,28/2016,active,B,Balok kayu kelas II,m3,0.018
A.1.6.23,(K3) Pemasangan 1 m2  bekisting untuk balok,m2,28/2016,active,B,Plywood tebal 9 mm,Lbr,0.35
A.1.6.23,(K3) Pemasangan 1 m2  bekisting untuk balok,m2,28/2016,active,B,Dolken kayu ï¦ (8â10) cm panjang 4 m,Batang,2
A.1.6.23,(K3) Pemasangan 1 m2  bekisting untuk balok,m2,28/2016,active,C,Overhead & Profit (Contoh 15 %),,15
A.1.6.24,(K3) Pemasangan 1 m2  bekisting untuk lantai,m2,28/2016,active,A,Pekerja,OH,0.66
A.1.6.24,(K3) Pemasangan 1 m2  bekisting untuk lantai,m2,28/2016,active,A,Tukang kayu,OH,0.33
A.1.6.24,(K3) Pemasangan 1 m2  bekisting untuk lantai,m2,28/2016,active,A,Kepala tukang,OH,0.033
A.1.6.24,(K3) Pemasangan 1 m2  bekisting untuk lantai,m2,28/2016,active,A,Mandor,OH,0.033
A.1.6.24,(K3) Pemasangan 1 m2  bekisting untuk lantai,m2,28/2016,active,B,Kayu kelas III,m3,0.04
A.1.6.24,(K3) Pemasangan 1 m2  bekisting untuk lantai,m2,28/2016,active,B,Paku 5 cm â 12 cm,kg,0.4
A.1.6.24,(K3) Pemasangan 1 m2  bekisting untuk lantai,m2,28/2016,active,B,Minyak bekisting,Liter,0.2
A.1.6.24,(K3) Pemasangan 1 m2  bekisting untuk lantai,m2,28/2016,active,B,Balok kayu kelas II,m3,0.015
A.1.6.24,(K3) Pemasangan 1 m2  bekisting untuk lantai,m2,28/2016,active,B,Plywood tebal 9 mm,Lbr,0.35
A.1.6.24,(K3) Pemasangan 1 m2  bekisting untuk lantai,m2,28/2016,active,B,"Dolken kayu galam, (8â10) cm panjang 4m",Batang,6
A.1.6.24,(K3) Pemasangan 1 m2  bekisting untuk lantai,m2,28/2016,active,C,Overhead & Profit (Contoh 15 %),,15
A.1.6.25,(K3) Pemasangan 1 m2  bekisting untuk dinding,m2,28/2016,active,A,Pekerja,OH,0.66
A.1.6.25,(K3) Pemasangan 1 m2  bekisting untuk dinding,m2,28/2016,active,A,Tukang kayu,OH,0.33
A.1.6.25,(K3) Pemasangan 1 m2  bekisting untuk dinding,m2,28/2016,active,A,Kepala tukang,OH,0.033
A.1.6.25,(K3) Pemasangan 1 m2  bekisting untuk dinding,m2,28/2016,active,A,Mandor,OH,0.033
A.1.6.25,(K3) Pemasangan 1 m2  bekisting untuk dinding,m2,28/2016,active,B,Kayu kelas III,m3,0.03
A.1.6.25,(K3) Pemasangan 1 m2  bekisting untuk dinding,m2,28/2016,active,B,Paku 5 cm â 12 cm,kg,0.4
A.1.6.25,(K3) Pemasangan 1 m2  bekisting untuk dinding,m2,28/2016,active,B,Minyak bekisting,Liter,0.2
A.1.6.25,(K3) Pemasangan 1 m2  bekisting untuk dinding,m2,28/2016,active,B,Balok kayu kelas II,m3,0.02
A.1.6.25,(K3) Pemasangan 1 m2  bekisting untuk dinding,m2,28/2016,active,B,Plywood tebal 9 mm,Lbr,0.35
